epoch,L_total,L_sdf,L_eik,L_z,L_2nd,eik_weight,grad_norm_mean,lr,time_s
189,0.064924,0.052779,0.121451,0.00068406,0.000000,0.1000,0.8434,0.000500,9.5
190,0.063373,0.050716,0.126563,0.00068739,0.000000,0.1000,0.8572,0.000500,9.5
191,0.063015,0.051070,0.119449,0.00069034,0.000000,0.1000,0.8776,0.000500,9.5
192,0.062940,0.050931,0.120094,0.00069333,0.000000,0.1000,0.8755,0.000500,9.5
193,0.063253,0.050433,0.128199,0.00069629,0.000000,0.1000,0.8501,0.000500,9.5
194,0.066123,0.054444,0.116789,0.00069895,0.000000,0.1000,0.8424,0.000500,9.5
195,0.074858,0.059453,0.154051,0.00070248,0.000000,0.1000,0.8569,0.000500,9.5
196,0.069267,0.057938,0.113282,0.00070404,0.000000,0.1000,0.8674,0.000500,9.5
197,0.063000,0.050667,0.123329,0.00070662,0.000000,0.1000,0.8570,0.000500,9.5
198,0.067231,0.053575,0.136558,0.00070933,0.000000,0.1000,0.8862,0.000500,9.5
199,0.073131,0.062318,0.108135,0.00071070,0.000000,0.1000,0.8996,0.000500,9.5
200,0.062682,0.050907,0.117747,0.00071284,0.000000,0.1000,0.8562,0.000500,9.5
201,0.074317,0.058429,0.158874,0.00071546,0.000000,0.1000,0.8814,0.000500,9.5
202,0.064157,0.052251,0.119062,0.00071652,0.000000,0.1000,0.8229,0.000500,9.5
203,0.068178,0.057254,0.109240,0.00071862,0.000000,0.1000,0.8514,0.000500,9.5
204,0.063097,0.051119,0.119776,0.00072156,0.000000,0.1000,0.8884,0.000500,9.5
205,0.065155,0.052567,0.125881,0.00072382,0.000000,0.1000,0.8973,0.000500,9.5
206,0.065678,0.054511,0.111667,0.00072497,0.000000,0.1000,0.8510,0.000500,9.5
207,0.064007,0.052211,0.117957,0.00072698,0.000000,0.1000,0.8311,0.000500,9.5
208,0.066277,0.052325,0.139516,0.00072983,0.000000,0.1000,0.8545,0.000500,9.5
209,0.062464,0.049780,0.126846,0.00073176,0.000000,0.1000,0.8438,0.000500,9.5
210,0.065852,0.054251,0.116006,0.00073390,0.000000,0.1000,0.8575,0.000500,9.5
211,0.062468,0.049873,0.125950,0.00073664,0.000000,0.1000,0.8671,0.000500,9.5
